energy_kwh,irradiance,sun_height,temperature,wind_speed,intensity,datetime,humidity,ghi,hour,day_of_week,month,season
0.0,0.0,0.0,10.53,2.41,0.0,2020-10-11 23:00:00,80.44,0.0,23,6,10,3
0.0,0.0,0.0,9.8,2.07,0.0,2020-10-12 00:00:00,83.19,0.0,0,0,10,3
0.0,0.0,0.0,9.07,1.86,0.0,2020-10-12 01:00:00,84.62,0.0,1,0,10,3
0.0,0.0,0.0,8.5,1.72,0.0,2020-10-12 02:00:00,85.97,0.0,2,0,10,3
0.0,0.0,0.0,7.96,1.59,0.0,2020-10-12 03:00:00,86.82,0.0,3,0,10,3
0.0,0.0,0.0,7.41,1.52,0.0,2020-10-12 04:00:00,87.87,0.0,4,0,10,3
0.0,0.0,0.0,6.91,1.45,0.0,2020-10-12 05:00:00,88.55,0.0,5,0,10,3
0.0,0.0,0.0,6.49,1.38,0.0,2020-10-12 06:00:00,88.27,15.15,6,0,10,3
0.11783,164.57,8.24,6.81,1.59,0.0,2020-10-12 07:00:00,76.95,169.35,7,0,10,3
0.36618,443.57,18.79,9.55,1.45,0.0,2020-10-12 08:00:00,64.1,361.77,8,0,10,3
0.55203,664.69,28.26,11.48,2.62,0.0,2020-10-12 09:00:00,52.3,524.08,9,0,10,3
0.68886,850.96,35.93,13.19,2.48,0.0,2020-10-12 10:00:00,42.53,639.8,10,0,10,3
0.74048,937.33,40.89,14.93,2.14,0.0,2020-10-12 11:00:00,35.34,705.15,11,0,10,3
0.75639,973.8,42.23,16.48,1.86,0.0,2020-10-12 12:00:00,30.44,703.33,12,0,10,3
0.7251799999999999,935.34,39.66,17.79,1.79,0.0,2020-10-12 13:00:00,27.43,640.53,13,0,10,3
0.6405700000000001,816.3,33.72,18.7,1.86,0.0,2020-10-12 14:00:00,26.06,525.58,14,0,10,3
0.49383,619.65,25.39,19.09,2.0,0.0,2020-10-12 15:00:00,26.32,362.3,15,0,10,3
0.28634,367.44,15.51,18.94,2.21,0.0,2020-10-12 16:00:00,29.91,171.77,16,0,10,3
0.03322,63.98,4.72,18.04,2.14,0.0,2020-10-12 17:00:00,48.43,15.98,17,0,10,3
0.0,0.0,0.0,16.21,2.14,0.0,2020-10-12 18:00:00,57.4,0.0,18,0,10,3
0.0,0.0,0.0,14.94,1.66,0.0,2020-10-12 19:00:00,60.8,0.0,19,0,10,3
0.0,0.0,0.0,13.1,1.38,0.0,2020-10-12 20:00:00,63.51,0.0,20,0,10,3
0.0,0.0,0.0,12.03,1.17,0.0,2020-10-12 21:00:00,65.06,0.0,21,0,10,3
0.0,0.0,0.0,11.27,1.17,0.0,2020-10-12 22:00:00,65.88,0.0,22,0,10,3
0.0,0.0,0.0,10.44,1.17,0.0,2020-10-12 23:00:00,67.09,0.0,23,0,10,3
0.0,0.0,0.0,9.64,1.24,0.0,2020-10-13 00:00:00,69.44,0.0,0,1,10,3
0.0,0.0,0.0,9.01,1.24,0.0,2020-10-13 01:00:00,72.9,0.0,1,1,10,3
0.0,0.0,0.0,8.72,1.17,0.0,2020-10-13 02:00:00,76.99,0.0,2,1,10,3
0.0,0.0,0.0,8.71,1.03,0.0,2020-10-13 03:00:00,80.99,0.0,3,1,10,3
0.0,0.0,0.0,8.43,1.1,0.0,2020-10-13 04:00:00,84.84,0.0,4,1,10,3
0.0,0.0,0.0,8.12,1.1,0.0,2020-10-13 05:00:00,88.95,0.0,5,1,10,3
0.0,0.0,0.0,7.96,1.1,0.0,2020-10-13 06:00:00,92.84,12.82,6,1,10,3
0.10609,150.74,8.03,8.11,1.03,0.0,2020-10-13 07:00:00,84.9,140.9,7,1,10,3
0.34929000000000004,428.86,18.56,10.87,0.62,0.0,2020-10-13 08:00:00,75.49,304.85,8,1,10,3
0.53103,659.09,27.99,14.37,1.1,0.0,2020-10-13 09:00:00,65.63,436.27,9,1,10,3
0.64046,809.95,35.62,17.2,1.86,0.0,2020-10-13 10:00:00,55.99,563.15,10,1,10,3
0.6745399999999999,863.34,40.53,19.24,2.28,0.0,2020-10-13 11:00:00,48.46,571.03,11,1,10,3
0.52995,667.58,41.85,20.81,3.1,0.0,2020-10-13 12:00:00,42.61,617.05,12,1,10,3
0.35107,441.95,39.28,21.42,3.17,0.0,2020-10-13 13:00:00,38.53,523.62,13,1,10,3
0.6198899999999999,788.42,33.37,21.54,2.9,0.0,2020-10-13 14:00:00,36.15,450.4,14,1,10,3
0.42857,539.98,25.06,21.32,2.34,0.0,2020-10-13 15:00:00,35.95,278.7,15,1,10,3
0.25344,330.38,15.2,21.37,2.0,0.0,2020-10-13 16:00:00,40.28,119.1,16,1,10,3
0.023579999999999997,49.21,4.42,20.5,1.17,0.0,2020-10-13 17:00:00,58.29,9.65,17,1,10,3
0.0,0.0,0.0,18.7,1.31,0.0,2020-10-13 18:00:00,64.72,0.0,18,1,10,3
0.0,0.0,0.0,17.11,1.86,0.0,2020-10-13 19:00:00,66.07,0.0,19,1,10,3
0.0,0.0,0.0,15.8,1.86,0.0,2020-10-13 20:00:00,68.78,0.0,20,1,10,3
0.0,0.0,0.0,15.27,2.0,0.0,2020-10-13 21:00:00,72.01,0.0,21,1,10,3
0.0,0.0,0.0,14.54,2.41,0.0,2020-10-13 22:00:00,74.62,0.0,22,1,10,3
0.0,0.0,0.0,14.14,2.9,0.0,2020-10-13 23:00:00,78.45,0.0,23,1,10,3
0.0,0.0,0.0,13.26,3.03,0.0,2020-10-14 00:00:00,82.76,0.0,0,2,10,3
0.0,0.0,0.0,12.56,2.9,0.0,2020-10-14 01:00:00,85.69,0.0,1,2,10,3
0.0,0.0,0.0,11.85,2.76,0.0,2020-10-14 02:00:00,88.24,0.0,2,2,10,3
0.0,0.0,0.0,11.23,2.62,0.0,2020-10-14 03:00:00,90.4,0.0,3,2,10,3
0.0,0.0,0.0,10.73,2.69,0.0,2020-10-14 04:00:00,92.06,0.0,4,2,10,3
0.0,0.0,0.0,10.19,2.62,0.0,2020-10-14 05:00:00,92.33,0.0,5,2,10,3
0.0,0.0,0.0,9.72,2.55,0.0,2020-10-14 06:00:00,93.19,10.02,6,2,10,3
0.10111,144.6,7.81,9.78,2.41,0.0,2020-10-14 07:00:00,83.19,125.38,7,2,10,3
0.38472,464.56,18.32,10.81,2.76,0.0,2020-10-14 08:00:00,69.01,289.42,8,2,10,3
0.56108,673.32,27.71,12.08,3.38,0.0,2020-10-14 09:00:00,56.12,438.38,9,2,10,3
0.6604,807.22,35.3,13.5,3.24,0.0,2020-10-14 10:00:00,47.22,562.72,10,2,10,3
0.71566,888.26,40.18,14.98,3.31,0.0,2020-10-14 11:00:00,40.61,612.7,11,2,10,3
0.7615700000000001,954.86,41.48,15.88,3.38,0.0,2020-10-14 12:00:00,36.14,621.62,12,2,10,3
0.7492300000000001,937.69,38.91,16.61,3.59,0.0,2020-10-14 13:00:00,33.61,554.55,13,2,10,3
0.65318,803.98,33.02,16.54,3.93,0.0,2020-10-14 14:00:00,33.1,440.77,14,2,10,3
0.49101,597.14,24.73,16.38,4.21,0.0,2020-10-14 15:00:00,34.22,293.33,15,2,10,3
0.27011,339.81,14.9,15.94,4.14,0.0,2020-10-14 16:00:00,37.08,128.6,16,2,10,3
0.02615,52.76,4.13,15.26,3.66,0.0,2020-10-14 17:00:00,48.52,10.43,17,2,10,3
0.0,0.0,0.0,14.16,2.34,0.0,2020-10-14 18:00:00,60.16,0.0,18,2,10,3
0.0,0.0,0.0,13.57,1.93,0.0,2020-10-14 19:00:00,64.3,0.0,19,2,10,3
0.0,0.0,0.0,12.07,1.52,0.0,2020-10-14 20:00:00,68.25,0.0,20,2,10,3
0.0,0.0,0.0,10.6,1.24,0.0,2020-10-14 21:00:00,71.83,0.0,21,2,10,3
0.0,0.0,0.0,9.67,1.17,0.0,2020-10-14 22:00:00,75.43,0.0,22,2,10,3
0.0,0.0,0.0,8.5,1.31,0.0,2020-10-14 23:00:00,79.74,0.0,23,2,10,3
0.0,0.0,0.0,7.61,1.31,0.0,2020-10-15 00:00:00,84.6,0.0,0,3,10,3
0.0,0.0,0.0,7.01,1.38,0.0,2020-10-15 01:00:00,89.6,0.0,1,3,10,3
0.0,0.0,0.0,6.5,1.38,0.0,2020-10-15 02:00:00,94.86,0.0,2,3,10,3
0.0,0.0,0.0,5.99,1.38,0.0,2020-10-15 03:00:00,99.75,0.0,3,3,10,3
0.0,0.0,0.0,5.49,1.31,0.0,2020-10-15 04:00:00,100.0,0.0,4,3,10,3
0.0,0.0,0.0,5.21,1.24,0.0,2020-10-15 05:00:00,100.0,0.0,5,3,10,3
0.0,0.0,0.0,5.11,1.1,0.0,2020-10-15 06:00:00,100.0,11.07,6,3,10,3
0.11589,161.55,7.6,4.72,1.03,0.0,2020-10-15 07:00:00,91.47,147.23,7,3,10,3
0.36821,445.43,18.08,7.49,0.55,0.0,2020-10-15 08:00:00,75.84,327.25,8,3,10,3
0.53708,663.7,27.44,10.36,0.21,0.0,2020-10-15 09:00:00,58.49,476.48,9,3,10,3
0.67195,850.09,34.99,12.51,0.76,0.0,2020-10-15 10:00:00,47.52,601.83,10,3,10,3
0.7336,944.62,39.83,14.27,1.03,0.0,2020-10-15 11:00:00,40.52,608.15,11,3,10,3
0.71813,917.76,41.1,15.87,1.72,0.0,2020-10-15 12:00:00,36.36,616.25,12,3,10,3
0.59751,748.85,38.54,16.63,2.07,0.0,2020-10-15 13:00:00,34.13,411.42,13,3,10,3
0.41220999999999997,508.32,32.67,16.76,2.28,0.0,2020-10-15 14:00:00,33.64,333.17,14,3,10,3
0.31471,388.58,24.4,16.73,2.55,0.0,2020-10-15 15:00:00,35.1,221.12,15,3,10,3
0.04833,74.3,14.59,16.28,2.69,0.0,2020-10-15 16:00:00,39.03,98.7,16,3,10,3
0.023129999999999998,48.62,3.85,15.41,2.9,0.0,2020-10-15 17:00:00,49.66,7.8,17,3,10,3
0.0,0.0,0.0,13.92,3.24,0.0,2020-10-15 18:00:00,58.66,0.0,18,3,10,3
0.0,0.0,0.0,12.63,2.76,0.0,2020-10-15 19:00:00,62.88,0.0,19,3,10,3
0.0,0.0,0.0,11.74,2.69,0.0,2020-10-15 20:00:00,68.27,0.0,20,3,10,3
0.0,0.0,0.0,10.73,2.34,0.0,2020-10-15 21:00:00,73.38,0.0,21,3,10,3
0.0,0.0,0.0,10.1,2.07,0.0,2020-10-15 22:00:00,78.02,0.0,22,3,10,3
0.0,0.0,0.0,9.29,1.86,0.0,2020-10-15 23:00:00,81.82,0.0,23,3,10,3
0.0,0.0,0.0,8.38,1.66,0.0,2020-10-16 00:00:00,85.02,0.0,0,4,10,3
0.0,0.0,0.0,7.56,1.66,0.0,2020-10-16 01:00:00,88.31,0.0,1,4,10,3
0.0,0.0,0.0,6.85,1.59,0.0,2020-10-16 02:00:00,91.33,0.0,2,4,10,3
0.0,0.0,0.0,6.12,1.52,0.0,2020-10-16 03:00:00,93.71,0.0,3,4,10,3
0.0,0.0,0.0,5.27,1.38,0.0,2020-10-16 04:00:00,96.04,0.0,4,4,10,3
0.0,0.0,0.0,4.44,1.31,0.0,2020-10-16 05:00:00,98.21,0.0,5,4,10,3
0.0,0.0,0.0,3.79,1.24,0.0,2020-10-16 06:00:00,100.0,11.05,6,4,10,3
0.11611,160.68,7.38,3.25,1.17,0.0,2020-10-16 07:00:00,86.39,157.25,7,4,10,3
0.36328,433.96,17.84,5.44,0.83,0.0,2020-10-16 08:00:00,69.44,347.8,8,4,10,3
0.55151,669.75,27.17,8.29,0.69,0.0,2020-10-16 09:00:00,52.27,510.05,9,4,10,3
0.67806,857.83,34.68,10.45,0.34,0.0,2020-10-16 10:00:00,42.06,626.1,10,4,10,3
0.7463200000000001,976.43,39.48,12.11,0.14,0.0,2020-10-16 11:00:00,35.78,685.83,11,4,10,3
0.75783,987.78,40.73,13.46,0.62,0.0,2020-10-16 12:00:00,31.72,685.5,12,4,10,3
0.72776,940.1,38.17,14.55,0.9,0.0,2020-10-16 13:00:00,29.17,622.97,13,4,10,3
0.64039,811.02,32.32,15.37,1.17,0.0,2020-10-16 14:00:00,27.99,500.9,14,4,10,3
0.47516,590.45,24.08,15.84,1.31,0.0,2020-10-16 15:00:00,28.07,333.35,15,4,10,3
0.29147,370.97,14.29,15.87,1.52,0.0,2020-10-16 16:00:00,32.99,138.98,16,4,10,3
0.01524,35.27,3.56,15.4,1.66,0.0,2020-10-16 17:00:00,50.43,8.77,17,4,10,3
0.0,0.0,0.0,13.92,1.86,0.0,2020-10-16 18:00:00,50.46,0.0,18,4,10,3
0.0,0.0,0.0,12.72,1.31,0.0,2020-10-16 19:00:00,51.66,0.0,19,4,10,3
0.0,0.0,0.0,11.39,0.97,0.0,2020-10-16 20:00:00,52.4,0.0,20,4,10,3
0.0,0.0,0.0,11.7,0.34,0.0,2020-10-16 21:00:00,53.05,0.0,21,4,10,3
0.0,0.0,0.0,10.94,0.28,0.0,2020-10-16 22:00:00,54.64,0.0,22,4,10,3
0.0,0.0,0.0,9.11,0.97,0.0,2020-10-16 23:00:00,57.42,0.0,23,4,10,3
0.0,0.0,0.0,7.06,1.45,0.0,2020-10-17 00:00:00,60.32,0.0,0,5,10,3
0.0,0.0,0.0,6.16,1.45,0.0,2020-10-17 01:00:00,61.89,0.0,1,5,10,3
0.0,0.0,0.0,5.41,1.38,0.0,2020-10-17 02:00:00,63.54,0.0,2,5,10,3
0.0,0.0,0.0,4.9,1.38,0.0,2020-10-17 03:00:00,64.67,0.0,3,5,10,3
0.0,0.0,0.0,4.54,1.38,0.0,2020-10-17 04:00:00,65.86,0.0,4,5,10,3
0.0,0.0,0.0,4.23,1.31,0.0,2020-10-17 05:00:00,67.6,0.0,5,5,10,3
0.0,0.0,0.0,4.01,1.31,0.0,2020-10-17 06:00:00,68.78,8.9,6,5,10,3
0.0195,35.98,7.16,4.29,1.1,0.0,2020-10-17 07:00:00,68.89,124.72,7,5,10,3
0.20067,245.88,17.6,6.55,0.55,0.0,2020-10-17 08:00:00,56.31,289.95,8,5,10,3
0.3891,472.31,26.89,9.99,0.34,0.0,2020-10-17 09:00:00,46.59,425.1,9,5,10,3
0.6465299999999999,817.05,34.36,12.34,0.55,0.0,2020-10-17 10:00:00,35.48,535.78,10,5,10,3
0.7300599999999999,938.67,39.13,14.22,1.03,0.0,2020-10-17 11:00:00,31.61,639.53,11,5,10,3
0.74818,966.18,40.36,15.92,1.45,0.0,2020-10-17 12:00:00,28.84,566.03,12,5,10,3
0.70388,903.45,37.81,17.21,1.66,0.0,2020-10-17 13:00:00,26.98,530.25,13,5,10,3
0.6134,777.41,31.97,18.08,1.72,0.0,2020-10-17 14:00:00,26.32,406.45,14,5,10,3
0.46144,578.37,23.76,18.47,1.59,0.0,2020-10-17 15:00:00,26.88,266.35,15,5,10,3
0.266,343.15,14.0,18.39,1.59,0.0,2020-10-17 16:00:00,33.72,105.65,16,5,10,3
0.01064,27.46,3.28,17.44,1.66,0.0,2020-10-17 17:00:00,49.76,6.18,17,5,10,3
0.0,0.0,0.0,15.78,1.72,0.0,2020-10-17 18:00:00,49.73,0.0,18,5,10,3
0.0,0.0,0.0,14.32,1.72,0.0,2020-10-17 19:00:00,50.83,0.0,19,5,10,3
0.0,0.0,0.0,12.87,1.17,0.0,2020-10-17 20:00:00,50.54,0.0,20,5,10,3
0.0,0.0,0.0,13.9,0.41,0.0,2020-10-17 21:00:00,49.81,0.0,21,5,10,3
0.0,0.0,0.0,13.41,0.41,0.0,2020-10-17 22:00:00,47.45,0.0,22,5,10,3
0.0,0.0,0.0,11.41,1.17,0.0,2020-10-17 23:00:00,47.84,0.0,23,5,10,3
0.0,0.0,0.0,8.94,1.72,0.0,2020-10-18 00:00:00,48.69,0.0,0,6,10,3
0.0,0.0,0.0,8.06,1.79,0.0,2020-10-18 01:00:00,51.42,0.0,1,6,10,3
0.0,0.0,0.0,7.37,1.72,0.0,2020-10-18 02:00:00,52.81,0.0,2,6,10,3
0.0,0.0,0.0,6.87,1.72,0.0,2020-10-18 03:00:00,56.75,0.0,3,6,10,3
0.0,0.0,0.0,6.49,1.72,0.0,2020-10-18 04:00:00,61.18,0.0,4,6,10,3
0.0,0.0,0.0,6.21,1.72,0.0,2020-10-18 05:00:00,63.59,0.0,5,6,10,3
0.0,0.0,0.0,5.95,1.72,0.0,2020-10-18 06:00:00,66.24,7.78,6,6,10,3
0.019440000000000002,36.07,6.95,5.58,1.66,0.0,2020-10-18 07:00:00,67.58,120.12,7,6,10,3
0.30356,366.76,17.36,7.99,1.03,0.0,2020-10-18 08:00:00,51.67,271.62,8,6,10,3
0.52223,641.18,26.62,12.41,1.1,0.0,2020-10-18 09:00:00,43.02,393.88,9,6,10,3
0.6438200000000001,817.35,34.05,15.14,1.03,0.0,2020-10-18 10:00:00,35.36,544.33,10,6,10,3
0.70897,922.86,38.78,17.11,1.03,0.0,2020-10-18 11:00:00,32.34,589.05,11,6,10,3
0.7291599999999999,965.3,39.99,18.32,0.83,0.0,2020-10-18 12:00:00,30.81,598.53,12,6,10,3
0.67883,895.89,37.44,19.54,0.76,0.0,2020-10-18 13:00:00,29.79,467.83,13,6,10,3
0.45804,583.85,31.63,20.21,0.9,0.0,2020-10-18 14:00:00,29.32,399.75,14,6,10,3
0.4092,520.1,23.45,20.47,0.97,0.0,2020-10-18 15:00:00,29.78,243.15,15,6,10,3
0.14565,196.26,13.71,20.24,0.83,0.0,2020-10-18 16:00:00,38.1,90.15,16,6,10,3
0.009689999999999999,26.45,3.01,19.47,0.83,0.0,2020-10-18 17:00:00,48.52,4.93,17,6,10,3
0.0,0.0,0.0,17.87,1.72,0.0,2020-10-18 18:00:00,47.64,0.0,18,6,10,3
0.0,0.0,0.0,15.83,2.14,0.0,2020-10-18 19:00:00,49.08,0.0,19,6,10,3
0.0,0.0,0.0,14.5,2.21,0.0,2020-10-18 20:00:00,53.49,0.0,20,6,10,3
0.0,0.0,0.0,13.52,2.21,0.0,2020-10-18 21:00:00,59.29,0.0,21,6,10,3
0.0,0.0,0.0,12.71,2.07,0.0,2020-10-18 22:00:00,63.59,0.0,22,6,10,3
0.0,0.0,0.0,11.79,1.93,0.0,2020-10-18 23:00:00,67.36,0.0,23,6,10,3
0.0,0.0,0.0,10.97,1.86,0.0,2020-10-19 00:00:00,71.26,0.0,0,0,10,3
0.0,0.0,0.0,10.35,1.86,0.0,2020-10-19 01:00:00,76.06,0.0,1,0,10,3
0.0,0.0,0.0,9.8,2.0,0.0,2020-10-19 02:00:00,81.99,0.0,2,0,10,3
0.0,0.0,0.0,9.13,2.0,0.0,2020-10-19 03:00:00,88.38,0.0,3,0,10,3
0.0,0.0,0.0,8.45,2.0,0.0,2020-10-19 04:00:00,94.88,0.0,4,0,10,3
0.0,0.0,0.0,7.8,1.93,0.0,2020-10-19 05:00:00,100.0,0.0,5,0,10,3
0.0,0.0,0.0,7.29,1.93,0.0,2020-10-19 06:00:00,100.0,6.97,6,0,10,3
0.06951,103.02,6.73,7.03,1.93,0.0,2020-10-19 07:00:00,97.0,125.18,7,0,10,3
0.32805,397.55,17.12,9.42,1.38,0.0,2020-10-19 08:00:00,80.47,304.45,8,0,10,3
0.5063,620.26,26.35,13.42,1.52,0.0,2020-10-19 09:00:00,59.74,461.98,9,0,10,3
0.6528999999999999,826.59,33.74,15.71,1.38,0.0,2020-10-19 10:00:00,44.38,572.75,10,0,10,3
0.7222999999999999,935.42,38.43,18.01,1.59,0.0,2020-10-19 11:00:00,34.25,641.3,11,0,10,3
0.7423099999999999,969.83,39.63,20.05,1.93,0.0,2020-10-19 12:00:00,28.89,643.28,12,0,10,3
0.67723,876.56,37.08,21.7,2.34,0.0,2020-10-19 13:00:00,26.07,507.25,13,0,10,3
0.54957,701.74,31.3,22.95,2.55,0.0,2020-10-19 14:00:00,24.98,415.95,14,0,10,3
0.36613,465.48,23.14,23.8,2.69,0.0,2020-10-19 15:00:00,25.81,255.23,15,0,10,3
0.10876999999999999,152.9,13.42,24.17,2.34,0.0,2020-10-19 16:00:00,33.74,94.55,16,0,10,3
0.00442,16.25,2.73,23.15,1.17,0.0,2020-10-19 17:00:00,46.69,4.32,17,0,10,3
0.0,0.0,0.0,21.1,0.97,0.0,2020-10-19 18:00:00,51.04,0.0,18,0,10,3
0.0,0.0,0.0,19.49,1.24,0.0,2020-10-19 19:00:00,52.9,0.0,19,0,10,3
0.0,0.0,0.0,18.61,2.21,0.0,2020-10-19 20:00:00,56.32,0.0,20,0,10,3
0.0,0.0,0.0,17.91,2.55,0.0,2020-10-19 21:00:00,60.34,0.0,21,0,10,3
0.0,0.0,0.0,17.42,2.76,0.0,2020-10-19 22:00:00,63.1,0.0,22,0,10,3
0.0,0.0,0.0,16.83,2.69,0.0,2020-10-19 23:00:00,64.74,0.0,23,0,10,3
0.0,0.0,0.0,16.28,2.55,0.0,2020-10-20 00:00:00,67.55,0.0,0,1,10,3
0.0,0.0,0.0,16.11,2.55,0.0,2020-10-20 01:00:00,70.28,0.0,1,1,10,3
0.0,0.0,0.0,15.66,2.97,0.0,2020-10-20 02:00:00,72.86,0.0,2,1,10,3
0.0,0.0,0.0,13.91,2.62,0.0,2020-10-20 03:00:00,77.26,0.0,3,1,10,3
0.0,0.0,0.0,11.6,1.31,0.0,2020-10-20 04:00:00,81.15,0.0,4,1,10,3
0.0,0.0,0.0,11.61,1.38,0.0,2020-10-20 05:00:00,84.41,0.0,5,1,10,3
0.0,0.0,0.0,11.51,1.38,0.0,2020-10-20 06:00:00,85.39,2.55,6,1,10,3
0.00984,23.18,6.51,11.62,1.72,0.0,2020-10-20 07:00:00,85.97,30.58,7,1,10,3
0.02975,50.06,16.87,11.94,1.66,0.0,2020-10-20 08:00:00,85.33,74.18,8,1,10,3
0.03778,60.26,26.07,12.46,1.59,0.0,2020-10-20 09:00:00,82.85,111.07,9,1,10,3
0.06673,95.49,33.43,12.92,1.52,0.0,2020-10-20 10:00:00,77.9,97.18,10,1,10,3
0.07828,109.4,38.09,13.43,1.59,0.0,2020-10-20 11:00:00,76.58,153.4,11,1,10,3
0.07412,104.76,39.27,14.01,1.38,0.0,2020-10-20 12:00:00,74.5,190.35,12,1,10,3
0.10488,141.85,36.73,14.82,0.69,0.0,2020-10-20 13:00:00,70.36,177.38,13,1,10,3
0.05571,83.44,30.96,15.94,0.48,0.0,2020-10-20 14:00:00,66.37,131.45,14,1,10,3
0.046590000000000006,72.31,22.83,16.46,0.9,0.0,2020-10-20 15:00:00,63.46,103.75,15,1,10,3
0.035590000000000004,58.41,13.13,16.47,2.62,0.0,2020-10-20 16:00:00,62.07,40.05,16,1,10,3
0.00028000000000000003,6.49,2.47,16.06,3.66,0.0,2020-10-20 17:00:00,66.24,2.12,17,1,10,3
0.0,0.0,0.0,15.49,4.0,0.0,2020-10-20 18:00:00,73.53,0.0,18,1,10,3
0.0,0.0,0.0,15.34,5.66,0.0,2020-10-20 19:00:00,75.74,0.0,19,1,10,3
0.0,0.0,0.0,14.87,5.93,0.0,2020-10-20 20:00:00,72.92,0.0,20,1,10,3
0.0,0.0,0.0,15.05,7.31,0.0,2020-10-20 21:00:00,74.82,0.0,21,1,10,3
0.0,0.0,0.0,14.97,7.79,0.0,2020-10-20 22:00:00,80.75,0.0,22,1,10,3
0.0,0.0,0.0,14.88,7.03,0.0,2020-10-20 23:00:00,86.84,0.0,23,1,10,3
0.0,0.0,0.0,14.65,6.0,0.0,2020-10-21 00:00:00,90.62,0.0,0,2,10,3
0.0,0.0,0.0,14.34,5.66,0.0,2020-10-21 01:00:00,92.64,0.0,1,2,10,3
0.0,0.0,0.0,13.75,6.21,0.0,2020-10-21 02:00:00,93.94,0.0,2,2,10,3
0.0,0.0,0.0,12.95,4.76,0.0,2020-10-21 03:00:00,96.02,0.0,3,2,10,3
0.0,0.0,0.0,12.54,3.59,0.0,2020-10-21 04:00:00,100.0,0.0,4,2,10,3
0.0,0.0,0.0,12.32,2.9,0.0,2020-10-21 05:00:00,100.0,0.0,5,2,10,3
0.0,0.0,0.0,12.51,2.97,0.0,2020-10-21 06:00:00,100.0,4.72,6,2,10,3
0.08558,127.1,6.29,11.87,2.48,0.0,2020-10-21 07:00:00,97.29,68.55,7,2,10,3
0.15833000000000003,201.3,16.63,12.54,2.83,0.0,2020-10-21 08:00:00,91.75,174.55,8,2,10,3
0.08494,116.82,25.8,13.13,3.38,0.0,2020-10-21 09:00:00,80.66,258.95,9,2,10,3
0.18528,233.25,33.12,14.01,3.52,0.0,2020-10-21 10:00:00,71.45,309.15,10,2,10,3
0.28697,352.73,37.74,15.73,4.21,0.0,2020-10-21 11:00:00,67.03,324.88,11,2,10,3
0.75993,938.31,38.91,16.21,4.76,0.0,2020-10-21 12:00:00,63.49,386.35,12,2,10,3
0.42314999999999997,512.66,36.37,15.86,4.62,0.0,2020-10-21 13:00:00,61.21,323.12,13,2,10,3
0.14483000000000001,188.05,30.63,16.12,4.62,0.0,2020-10-21 14:00:00,61.95,220.3,14,2,10,3
0.07995999999999999,112.22,22.52,16.09,4.07,0.0,2020-10-21 15:00:00,65.87,138.57,15,2,10,3
0.12868000000000002,171.31,12.85,16.04,3.24,0.0,2020-10-21 16:00:00,72.85,51.55,16,2,10,3
0.0,0.0,0.0,15.53,1.86,0.0,2020-10-21 17:00:00,80.31,2.88,17,2,10,3
0.0,0.0,0.0,14.54,1.24,0.0,2020-10-21 18:00:00,85.12,0.0,18,2,10,3
0.0,0.0,0.0,14.71,0.62,0.0,2020-10-21 19:00:00,88.52,0.0,19,2,10,3
0.0,0.0,0.0,13.19,1.1,0.0,2020-10-21 20:00:00,92.02,0.0,20,2,10,3
0.0,0.0,0.0,12.96,1.1,0.0,2020-10-21 21:00:00,93.58,0.0,21,2,10,3
0.0,0.0,0.0,12.18,1.79,0.0,2020-10-21 22:00:00,94.19,0.0,22,2,10,3
0.0,0.0,0.0,11.94,1.79,0.0,2020-10-21 23:00:00,96.81,0.0,23,2,10,3
0.0,0.0,0.0,11.63,1.79,0.0,2020-10-22 00:00:00,99.33,0.0,0,3,10,3
0.0,0.0,0.0,11.56,1.93,0.0,2020-10-22 01:00:00,100.0,0.0,1,3,10,3
0.0,0.0,0.0,11.54,1.93,0.0,2020-10-22 02:00:00,100.0,0.0,2,3,10,3
0.0,0.0,0.0,11.59,1.86,0.0,2020-10-22 03:00:00,100.0,0.0,3,3,10,3
0.0,0.0,0.0,11.25,1.86,0.0,2020-10-22 04:00:00,100.0,0.0,4,3,10,3
0.0,0.0,0.0,11.45,1.66,0.0,2020-10-22 05:00:00,100.0,0.0,5,3,10,3
0.0,0.0,0.0,11.74,1.66,0.0,2020-10-22 06:00:00,100.0,3.42,6,3,10,3
0.05707,89.24,6.07,11.77,1.45,0.0,2020-10-22 07:00:00,97.53,39.28,7,3,10,3
0.05312,79.01,16.39,12.41,1.45,0.0,2020-10-22 08:00:00,94.07,109.25,8,3,10,3
0.2371,292.01,25.52,13.09,2.14,0.0,2020-10-22 09:00:00,85.76,176.82,9,3,10,3
0.17339,220.43,32.81,14.36,2.62,0.0,2020-10-22 10:00:00,74.0,207.6,10,3,10,3
0.22837000000000002,284.71,37.4,15.21,3.38,0.0,2020-10-22 11:00:00,67.0,258.9,11,3,10,3
0.22018000000000001,276.38,38.55,16.21,3.66,0.0,2020-10-22 12:00:00,63.06,270.08,12,3,10,3
0.19581,247.03,36.02,15.32,3.45,0.0,2020-10-22 13:00:00,61.7,249.27,13,3,10,3
0.12376999999999999,163.09,30.3,14.98,3.52,0.0,2020-10-22 14:00:00,62.68,185.98,14,3,10,3
0.12593000000000001,165.48,22.22,15.2,3.24,0.0,2020-10-22 15:00:00,67.1,111.53,15,3,10,3
0.10237,139.43,12.57,15.09,2.76,0.0,2020-10-22 16:00:00,75.31,49.3,16,3,10,3
